Mol,Smiles
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C47B0>,CNc1cc(Nc2cc(C3CC3)[nH]n2)nc(Nc2ccc(CC#N)cc2)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CC820>,O=C(Cc1ccccc1)N[C@@H](Cc1cccc(C(=O)O)c1)B(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CE490>,CNS(=O)(=O)c1ccc(-c2ccc(/C=C3\SC(=N)NC3=O)o2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D7140>,CCCc1c(OC2CCCCC2)c2cc(Cl)ccc2[nH]c1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9543C0>,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9745F0>,CO[C@@H](C(=O)CO)[C@@H](O)[C@H](O)CO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF986490>,CN(C)c1cccc2c(S(=O)(=O)N[C@H](Cc3ccc(OS(=O)(=O)c4cccc5c(N(C)C)cccc45)cc3)C(=O)O)cccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AF7D0>,O=C1C=CC=C/C1=C/Nc1ccccc1N/C=C1/C=CC=CC1=O.[Fe]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A9D20>,N[C@@H](CC/C=C/[B-](O)(O)O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D7D80>,O=C(O)[C@@H](O)c1ccc(O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E2730>,NCCCNc1ccccc1[N+](=O)[O-]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E2490>,O=C1c2ccccc2C(=O)N1CCOC(=S)Nc1ccc(I)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C05F0>,C[C@H](NC1=NC(=O)[C@](C)(C(C)(C)O)S1)c1ccc(F)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D3A00>,O=C(NCCCS)[C@@H]1CN(Cc2ccc(F)cc2)CCN1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D50E0>,CNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CC3)n2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E0CF0>,CC1(C)CC(N2C(=O)CCC2=O)CC(C)(C)N1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BE6C0>,CC[C@@H](N)C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9799A0>,OC[C@@H]1O[C@H](OCC[C@@H]2CO2)[C@@H](O)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93C0B0>,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF942FF0>,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF944E40>,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94F6F0>,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95DA10>,CC(C)C[C@@H](NC(=O)[C@H](NC(=O)N[C@H](Cc1ccccc1)C(=O)O)[C@H]1CCNC(=N)N1)C(=O)N[C@@H](C=O)Cc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF964C80>,CCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCCC)CC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9759A0>,CC(C)(N)c1ccc(-c2nc(Nc3ccc(CCN4CCOCC4)cc3)ncc2Cl)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF979B60>,NC(=O)CC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97C120>,OC[C@H]1O[C@@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97D540>,C[P@](=O)(O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99B840>,CC1(C)N=C(N)N=C(N)N1OCCCOc1ccc(Br)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A2490>,CC(=O)NCCc1c[nH]c2ccc(O)cc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A35A0>,C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A42E0>,C[C@H](O)CO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AF5A0>,OC[C@H]1O[C@H](Oc2c[nH]c3ccc(Br)c(Cl)c23)[C@@H](O)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B3D80>,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B5B60>,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(N=C(C)O)c3C2=O)ccc1OC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B5E00>,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BE810>,O=C(N/N=C/c1cc(Br)c(O)c(Br)c1O)c1ccc(Cl)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D2260>,Cc1nc2c(c(=O)[nH]1)CSCC2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D22D0>,CC/C=C/c1cc2c(cc1O)CC[C@H]1[C@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D5C40>,O=C(/C=C/c1ccc(Cl)cc1Cl)NO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EC430>,CC[C@@H](c1ccccc1)c1c(O)c2ccc(OC)cc2oc1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F0820>,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C[C@@H]4C[C@@H](O[C@@H]5C[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6FA8F0>,CN1CCN2c3ccccc3Cn3cccc3C2C1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6FA7A0>,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B9930>,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF955930>,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF950120>,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF945460>,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EA5E0>,COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BF220>,N#CC1=C(c2cc(Cl)cc(Cl)c2)C(=O)N2CCC[C@]12Cc1ccc(C#N)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E9850>,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2[S@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F34C0>,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AD460>,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AE180>,CCS(=O)(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(N)=O)C(=O)NCc1ccc(C(=N)N)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B19A0>,O=C(O)CCCN1CCC(OC(c2ccc(Cl)cc2)c2ccccn2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B9A80>,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BA1F0>,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DA110>,O=C(O)C1=C(C(=O)Nc2c(F)c(F)c(-c3cccc(OC(F)(F)F)c3)c(F)c2F)C=CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CB0D0>,N[C@@H](Cc1ccccc1)B(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CF140>,CN1CCN(c2ccc(Cc3cc4cnc(CN)nc4n3C3CCCCC3)cc2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F9EE0>,C[N+](C)([11CH3])CCO.[Cl-]
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95C580>,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E6730>,O=C(c1c(O)cc(O)cc1O)n1cccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93C6D0>,CCCC(C)(COC(N)=O)COC(N)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95ADC0>,C[C@H](N)Cc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9804A0>,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1OP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9938B0>,NC(=S)Nc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A14D0>,CC[C@H](N)CCC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C8190>,COCCOc1cc2ncc3c(N)nc(-n4ccnc4)cc3c2cc1OC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CB990>,CCCC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D5540>,Cc1c(Br)c(=O)oc2c(Br)c(O)ccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF996EA0>,Cc1cc(C=O)c(OP(=O)(O)O)c(C=O)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF947E60>,CCC1(c2ccccc2)C(=O)NCNC1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9493F0>,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF965C40>,CCCC[N+](CCCC)(CCCC)CCCC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF996490>,CC(C)[C@@H](NC(=O)[C@@H](OCc1ccccc1)[C@@H](O)[C@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@@H](C(=O)NCc1ccccn1)C(C)C)C(=O)NCc1ccccn1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF999690>,CC(C)[C@@H](NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)[C@@H](O)c1nnc(C(C)(C)C)o1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98F990>,O=C[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)OCc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AC970>,O=C1CCCO1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B6EA0>,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C62D0>,CC[C@H](C)[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)NCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D4CF0>,Nc1nc(C(F)(F)F)ncc1CO[P@](=O)(O)OP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D9380>,N=C(N)NOCCNC(=O)Cc1c(Cl)ccc(NCC(F)(F)c2ccccc2)c1F
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D9620>,CC(C)[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94E5E0>,S=c1nc[nH]c2nc[nH]c12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF953450>,Cc1cn[nH]c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A6260>,N[C@@H](CSCC(=O)Nc1cc2cccnc2c2ncccc12)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B4B30>,CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-].CCCCCCCCCCCC[N+](C)(C)[O-]
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F85F0>,CCN1CCN(C)C[C@@H](NC(=O)c2cc(Br)c(NC)cc2OC)C1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F2DC0>,C[N+](C)(C)CCCCCC[N+](C)(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E82E0>,COc1ccc(OCCCCCCn2ccnc2)c(Cl)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94C120>,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3[C@@H]1CC[C@@H]2O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF952180>,NC(N)=NCCN1CCCCCCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF976D50>,Cc1ccc(OC/C(=C/C=O)Nc2cc(C[C@H](N)C(=O)O)c(O)cc2O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97E1F0>,O=C(O)CCC(=O)CF
<rdkit.Chem.rdchem.Mol object at 0x00000219AF981FC0>,CCCC[C@@H](NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF984120>,Nc1ccn([C@@H]2O[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)O[C@H]3OC[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)c(=O)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF993370>,O=C([O-])C(O)C(=O)[O-]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99C270>,CN(C)c1cccc2c(S(=O)(=O)NCCCCNC(=O)[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BD460>,CO[C@@H](Cc1ccccc1)[C@@H](C)/C=C(C)/C=C/[C@H](N)[C@H](C)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C9540>,NCCc1ccc(O)c(C2CCCCC2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C9BD0>,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E4BA0>,CCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCC
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6FAC70>,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF950350>,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A9230>,CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C4CF0>,CNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CE960>,O=C(NNS(=O)(=O)c1ccccc1C(F)(F)F)c1cc2cc(Cl)ccc2o1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E1150>,O=c1[nH]c(NCc2cccc3ccccc23)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E7BC0>,CC(C)C[C@H](CC(=O)O)C(=O)N[C@H]1Cc2cn(c3ccccc23)CCCCCCNC1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EB530>,CC(C)C[C@H](N)CN1CCCN2CCC[C@H]21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF940B30>,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A0200>,C=C=CCNCCCCNCC=C=C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CC660>,O=C(c1ccccc1)c1ccc(O)c(O)c1[N+](=O)[O-]
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F7E60>,CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9646D0>,C[C@H](CO)CCO[P@@](=O)(O)OP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96B060>,OC[C@@H]1C[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@H]2CO)O1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF978820>,COc1cccc(N2CCc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97DD20>,Cn1cc([C@@H]2SC=C(C(=O)O)NC=C2C=O)nn1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99D070>,CC(C)C[C@](C)(N)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95C270>,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9526C0>,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E8E40>,Brc1cnn2c(NCc3cncnc3)cc(-c3ccccc3)cc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF973610>,COc1ccc(Oc2cccc3nc(N)nc(N)c23)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99B920>,COc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E46D0>,Cn1c(C(=O)NCCO)c(Br)c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F9070>,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95C120>,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(O)=N[C@@H](Cc1cnc[nH]1)C(O)=N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BDE70>,O=C(O)CC[C@H](C[P@@](=O)(O)Cc1ccc(I)cc1)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D6C70>,Clc1ccc(C2(c3ccc(-c4ncnc5[nH]cnc45)cc3)CCNCC2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D9540>,O=C(O)C[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95C200>,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C40B0>,Cc1cc(C2=NC(=O)N=C(c3ccccc3)C2)ccc1O
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F0A50>,O=C1O[C@H](C(O)CO)C(=O)C1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94DFC0>,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95DA80>,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93CAC0>,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF947760>,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF952CE0>,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF972650>,Nc1ccc(C(=O)O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF972AB0>,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO[W](=O)(O)O)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF977300>,CC[C@H]1CNCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97E500>,O=P(O)(O)OC[C@@H]1O[C@H](O[P@](=O)([O-])O)[C@@H](O)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97EA40>,C[C@H](O)[C@@](C)(O)CN
<rdkit.Chem.rdchem.Mol object at 0x00000219AF987990>,O=C(O)c1nc(=O)[nH]c(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98C4A0>,Cc1ccc(CCC(=O)O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A4120>,Cc1cc2nc3[nH]c(=O)[nH]c(=O)c3nc2cc1C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A6CE0>,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AB840>,O=CCCCC1CCNCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AC6D0>,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@H]43)[C@@H]1CCC2=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B4270>,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@@H](OCCCO)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B8890>,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B9AF0>,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C2F10>,O=C(O)CNC(=O)c1ncc2c(I)cccc2c1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CCBA0>,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCc4ccccn4)cc[nH]c3=O)nc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D55B0>,O=C(O)c1c[nH]c(-c2ccccc2)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DE6C0>,CC(C)Nc1cc(Cl)nc2c(C#N)cnn12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EF760>,NC[C@H]1CN(c2c(Br)cnc3[nH]ncc23)CCO1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94B7D0>,CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF946960>,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CD5B0>,O=C(O)CCCc1nc(-c2cccc([N+](=O)[O-])c2)no1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D38B0>,O=C(CCCS)NC1CCN(Cc2ccccc2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF944040>,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF965E00>,C[C@H]1C[C@@H](N(C)O)N[C@@H]1C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B2500>,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C3E60>,COC(=O)[C@@]1(Cc2ccc(OCc3cc(C)nc4ccccc34)cc2)C[C@@H]1C(=O)NO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C8900>,O=C1OCC/C1=C\Nc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F8A50>,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF995690>,Nc1ncnc2c1ncn2C[C@@H](O)[C@@H](O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A5690>,CCOc1ccc(-c2ccc(C(=O)C[C@@H](CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CC5F0>,N[C@@]1(Cc2ccccc2)CCN2CC[C@@H](C=O)N2C1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EB1B0>,N#C/N=C1\SCCN1Cc1ccc(Cl)nc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97BE60>,CC(N)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C3B50>,COc1cc(-c2ccccc2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1
