zinc_id,smiles
ZINC000014210455,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C
ZINC000019632670,CCN1C[C@H](CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
ZINC000019632834,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
ZINC000019796018,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
ZINC000035999642,CN[C@]1(c2ccccc2Cl)CCCCC1=O
ZINC000018279854,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
ZINC000013537284,Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O
ZINC000013597823,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1
ZINC000013682481,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C
ZINC000000000083,C[C@@H](C[N+](C)(C)C)OC(N)=O
ZINC000019594557,Cc1cccc(CN2CCN([C@@H](c3ccccc3)c3ccc(Cl)cc3)CC2)c1
ZINC000019632618,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
ZINC000014768621,NC(=N/CCCCCC/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(/N)Nc1ccc(Cl)cc1
ZINC000019361042,Cc1cccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)c1
ZINC000006021043,CN[C@@H](C)Cc1ccccc1
ZINC000006094354,O=C1c2cccc3c2[C@@H](CCC3)CN1[C@@H]1CN2CCC1CC2
ZINC000000004785,NC(=O)N1c2ccccc2C=Cc2ccccc21
ZINC000019364242,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
ZINC000019419017,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O
ZINC000019594599,Clc1ccccc1CN1CCc2sccc2C1
ZINC000019364230,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
ZINC000019418959,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
ZINC000019594594,CCCCOc1ccc(OCCCN2CCOCC2)cc1
ZINC000014210642,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1
ZINC000001530706,CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1
ZINC000001530710,CN1C(=O)OC(C)(C)C1=O
ZINC000001530713,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
ZINC000001530716,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
ZINC000001481815,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
ZINC000001481833,c1cnc2cc3c(cc2n1)[C@H]1CNC[C@@H]3C1
ZINC000001481910,CN[C@@H](C)CC1CCCCC1
ZINC000001481956,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O
ZINC000001536779,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
ZINC000001530814,CCCCN1CCCC[C@@H]1C(=O)Nc1c(C)cccc1C
ZINC000001530817,CCCN[C@H](C)C(=O)Nc1ccccc1C
ZINC000000001145,Cc1cc(C2CCCCC2)n(O)c(=O)c1
ZINC000000389149,CC(=O)Oc1c(C)cc(OC[C@@H](O)CNC(C)C)c(C)c1C
ZINC000001530736,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
ZINC000001530760,CCCNC[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1
ZINC000001530912,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21
ZINC000001530621,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
ZINC000000006157,NC1=NC[C@@H]2c3ccccc3Cc3ccccc3N12
ZINC000000006427,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
ZINC000000007295,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21
ZINC000000007673,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1
ZINC000001533877,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
ZINC000003831128,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
ZINC000003920657,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
ZINC000003938695,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
ZINC000008214619,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
ZINC000084758235,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1
ZINC000410428674,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC
ZINC000000001035,S=C=Nc1ccc(N=C=S)cc1
ZINC000000119434,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46
ZINC000150369722,COC[C@H](O)CN(C(C)=O)c1c(I)c(/C(O)=N/C[C@@H](O)CO)c(I)c(/C(O)=N/C[C@@H](O)CO)c1I
ZINC000150338703,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CCCSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O
ZINC000000001944,NCc1cccnc1
ZINC000004534090,CC(=O)N[C@@H](CC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O
ZINC000004579270,O=S(=O)(O)C[C@@H](S)CS
ZINC000003803652,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
ZINC000003812865,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O
ZINC000003812974,CC(C)(C)NC[C@@H](O)COc1cccc2c1C[C@H](O)[C@H](O)C2
ZINC000004212854,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
ZINC000004214955,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
ZINC000004097476,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
ZINC000004099200,COc1ccnc(C[S@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
ZINC000004212945,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
ZINC000000538065,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
ZINC000000538312,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
ZINC000000020253,NS(=O)(=O)c1cc([C@]2(O)NC(=O)c3ccccc32)ccc1Cl
ZINC000000020221,COc1ccc2cc(CCC(C)=O)ccc2c1
ZINC000004393164,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
ZINC000000537752,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
ZINC000000537795,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)/N=C(\O)NC3CCCCC3)cc2)cn1
ZINC000000537928,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
ZINC000000537957,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br
ZINC000000538621,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
ZINC000000001267,COC(=O)[C@H](c1ccccc1)[C@@H]1CCCCN1
ZINC000000001331,CN(C)CC/C=C1\c2ccccc2COc2ccccc21
ZINC000000001370,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
ZINC000000597556,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc([C@@H](O)CNC(C)(C)C)c1
ZINC000000598390,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1
ZINC000000599598,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12
ZINC000001678159,O=C(O)c1ccccc1OP(=O)(O)O
ZINC000001655706,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21
ZINC000053151228,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
ZINC000003872602,Fc1ccc([C@@](c2ccccc2)(c2ccccc2F)n2ccnc2)cc1
ZINC000100029428,CN1C[C@H](O)C2=C/C(=N/NC(N)=O)C(=O)C=C21
ZINC000004654665,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl
ZINC000005178939,OC[C@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O
ZINC000008143541,CN[C@H](C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1
ZINC000008143614,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O
ZINC000255221567,C=C1CC[C@H]2[C@@H](C=C(C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)c4ccccc4)[C@@H]3[C@H]1OC(C)=O)C2(C)C
ZINC000008214360,CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3
ZINC000012362725,C=C1C(=O)O[C@H]2[C@H]1CCC(C)=CCC[C@@]1(C)O[C@@H]21
ZINC000049852136,CC(C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C
ZINC000252548734,C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
ZINC000253684767,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C
ZINC000253947047,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
ZINC000053255716,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
ZINC000059660513,CCCCCCCCCCCCOC(=O)CS(=O)(=O)O
ZINC000003874605,CC(C)(CO)[C@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO
ZINC000003881613,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1
ZINC000003977898,CC[C@H]1CN2CC[C@@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
ZINC000004329335,OC[C@H]1O[C@@H](O)[C@H](F)[C@@H](O)[C@@H]1O
ZINC000013759798,CCCN[C@@H]1CCc2c(O)cccc2C1
ZINC000026007998,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)c[n+]1[O-]
ZINC000033902346,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000004626719,CCC(=O)O[C@@]1(c2ccccc2)CCN(C)C[C@H]1C
ZINC000004626727,CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1C
ZINC000005127789,O=c1[nH]cnc2c1ncn2[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O
ZINC000005197214,CC(=O)Nc1ccc(SC[C@H](N)C(=O)O)cc1
ZINC000008618002,C=C1/C(=C/C=C2\CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O
ZINC000018130447,CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2
ZINC000034187835,O=c1ccn([C@H]2O[C@@H](CO)[C@@H](O)C2(F)F)c(=O)[nH]1
ZINC000001891034,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
ZINC000000001683,[O-][n+]1cccc(CO)c1
ZINC000000001612,CCN[C@H](C)Cc1cccc(C(F)(F)F)c1
ZINC000001532640,OC[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO
ZINC000096006016,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
ZINC000000002748,CC[C@@]1(C2=NCCN2)Cc2ccccc2O1
ZINC000001536077,NC(=O)CN1C[C@H](O)CC1=O
ZINC000001536931,COc1ccccc1OCCNC[C@@H](O)c1ccc(C)c(S(N)(=O)=O)c1
ZINC000085537026,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
ZINC000012466082,COCCCC/C(=N/OCCN)c1ccc(C(F)(F)F)cc1
ZINC000000007782,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
ZINC000000013156,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
ZINC000000538627,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O
ZINC000000538658,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1
ZINC000000001464,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
ZINC000060183170,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
ZINC000085432549,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
ZINC000000601254,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@H]1C
ZINC000000601281,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
ZINC000000601283,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
ZINC000006716957,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
ZINC000004475353,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S@](C)=O)cc1
ZINC000004618208,COCCCOc1ccnc(C[S@@](=O)c2nc3ccccc3[nH]2)c1C
ZINC000004640636,CCCc1cc(=O)[nH]c(=S)[nH]1
ZINC000004655029,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12
ZINC000002525885,CN(C)C[C@@H](c1ccc(O)cc1)C1(O)CCCCC1
ZINC000004676424,COc1ccnc(C[S@@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
ZINC000001530718,COCCc1ccc(OC[C@H](O)CNC(C)C)cc1
ZINC000001530973,Clc1ccc(CC[C@@H](Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
ZINC000001530947,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1
ZINC000001530725,Clc1ccc([C@H](c2ccccc2Cl)C(Cl)Cl)cc1
ZINC000001530775,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
ZINC000001530726,Clc1ccc([C@@H](c2ccccc2Cl)C(Cl)Cl)cc1
ZINC000001530975,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12
ZINC000001530977,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12
ZINC000001530950,CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C
ZINC000001530759,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1
ZINC000001530764,CNCCCC1c2ccccc2C=Cc2ccccc21
ZINC000001530811,CCCCNc1ccc(C(=O)OCCN(C)C)cc1
ZINC000001530641,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
ZINC000001530660,O=[P@]1(NCCCl)OCCCN1CCCl
ZINC000004097308,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
ZINC000004097309,CCC(=O)O[C@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C
ZINC000004097310,CCC(=O)O[C@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C
ZINC000002019953,CCCN[C@@H](C)C(=O)Nc1c(C)csc1C(=O)OC
ZINC000085537053,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C
ZINC000085536932,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C
ZINC000000155694,O=[P@]1(N(CCCl)CCCl)NCCCO1
ZINC000000156792,CCCC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)c(C(C)=O)c1
ZINC000085534098,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
ZINC000085537014,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1
ZINC000000607790,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@H](NC(C)=O)CC2
ZINC000002522648,COC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1
ZINC000002522669,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
ZINC000002510358,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
ZINC000001530572,CS(=O)(=O)OCCCCOS(C)(=O)=O
ZINC000001530613,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
ZINC000000155531,CN(C)CCOC(=O)[C@@H](c1ccccc1)C1(O)CCCC1
ZINC000001530599,CCCN/C(O)=N/S(=O)(=O)c1ccc(Cl)cc1
ZINC000001530601,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1
ZINC000001530812,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
ZINC000001530659,O=[P@@]1(NCCCl)OCCCN1CCCl
ZINC000001530939,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
ZINC000001529425,NCCCCCC(=O)O
ZINC000001530618,CC(C)N(CC[C@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
ZINC000001531009,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O
ZINC000001532179,CCCCCCCCCCCCOS(=O)(=O)O
ZINC000001530571,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
ZINC000002019954,CCCN[C@H](C)C(=O)Nc1c(C)csc1C(=O)OC
ZINC000000002273,CC(C)NC[C@H](O)c1cc(O)cc(O)c1
ZINC000000002647,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1
ZINC000004097404,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1
ZINC000004097440,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl
ZINC000000538550,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
ZINC000002032615,CC1(C)[C@@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl
ZINC000004097286,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
ZINC000004097305,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
ZINC000000000096,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1
ZINC000000004321,NS(=O)(=O)Cc1noc2ccccc12
ZINC000004175630,Oc1nc2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
ZINC000004213946,O[C@@H](CNC[C@@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1
ZINC000000538273,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
ZINC000004097392,FC(F)O[C@H](F)C(F)(F)F
ZINC000004097343,CC[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
ZINC000004097225,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12
ZINC000004097426,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
ZINC000003860453,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
ZINC000003875259,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C
ZINC000003875980,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
ZINC000003918138,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
ZINC000000402954,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
ZINC000001895505,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
ZINC000003775644,Nc1ccc2cc3ccc(N)cc3nc2c1
ZINC000003782807,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12
ZINC000003798064,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
ZINC000003800475,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O
ZINC000003808779,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
ZINC000003812913,CCCC[C@](C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
ZINC000000508068,CN(C)CC[C@H](c1ccccc1)c1ccccn1
ZINC000000491073,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
ZINC000001996117,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
ZINC000001996784,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
ZINC000001997125,Nc1cccc2c1C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O
ZINC000001997127,Nc1cccc2c1CN([C@H]1CCC(=O)NC1=O)C2=O
ZINC000003977767,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
ZINC000000057533,CCN(Cc1ccncc1)C(=O)[C@H](CO)c1ccccc1
ZINC000000056646,CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12
ZINC000000057206,C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1
ZINC000000057278,C[C@@H](CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
ZINC000003986735,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
