ID,Mol,Smiles,Source
CHEMBL3643160,<rdkit.Chem.rdchem.Mol object at 0x0000022109492DC0>,CCc1ncnc(-c2ccc(C(=O)N3CCCOCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643239,<rdkit.Chem.rdchem.Mol object at 0x0000022109492E30>,CCc1ncnc(-c2ccc(C(=O)N3CCOCC3)c(OC)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643252,<rdkit.Chem.rdchem.Mol object at 0x0000022109492EA0>,CCc1ncnc(-c2ccc(C(=O)N(C)C3CCS(=O)(=O)C3)c(OC)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3639421,<rdkit.Chem.rdchem.Mol object at 0x0000022109492F10>,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645772,<rdkit.Chem.rdchem.Mol object at 0x0000022109492F80>,CCc1ncnc(-c2ccc(C(=O)N3CCCO3)c(C)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645809,<rdkit.Chem.rdchem.Mol object at 0x0000022109492FF0>,CCc1ncnc(-c2ccc(C(=O)N3CCN(c4ccncc4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645821,<rdkit.Chem.rdchem.Mol object at 0x0000022109493060>,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3670220,<rdkit.Chem.rdchem.Mol object at 0x00000221094930D0>,CCc1ncnc(N2CCC3(CCN(C)CC3)CC2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3670226,<rdkit.Chem.rdchem.Mol object at 0x0000022109493140>,Cc1ncnc(N2CCC(CC(=O)N3CCN(C)CC3)CC2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3640931,<rdkit.Chem.rdchem.Mol object at 0x00000221094931B0>,Cc1ncnc(-c2ccccc2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3670197,<rdkit.Chem.rdchem.Mol object at 0x0000022109493220>,CCc1ncnc(N2CCC(C)(OC)CC2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3670264,<rdkit.Chem.rdchem.Mol object at 0x0000022109493290>,CCc1ncnc(N2CCN(C)C(=O)C2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3360082,<rdkit.Chem.rdchem.Mol object at 0x0000022109493300>,O=S1(=O)CCc2nc(N/N=C/c3cc(Br)c(O)c(Br)c3)nc(N3CCOCC3)c2C1,mtor
CHEMBL3640982,<rdkit.Chem.rdchem.Mol object at 0x0000022109493370>,CCc1ncnc(-c2ccc(C(=O)N(C)CCOC)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3640994,<rdkit.Chem.rdchem.Mol object at 0x00000221094933E0>,CCc1ncnc(-c2ccc(C(=O)N3CCN(S(=O)(=O)CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,mtor
CHEMBL3640995,<rdkit.Chem.rdchem.Mol object at 0x0000022109493450>,CCc1ncnc(-c2ccc(C(=O)N3CCOCC3)c(F)c2)c1C#Cc1ccc(N)nc1C,mtor
CHEMBL3641000,<rdkit.Chem.rdchem.Mol object at 0x00000221094934C0>,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,mtor
CHEMBL3641006,<rdkit.Chem.rdchem.Mol object at 0x0000022109493530>,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCS(=O)(=O)C4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643062,<rdkit.Chem.rdchem.Mol object at 0x00000221094935A0>,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCOC)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643072,<rdkit.Chem.rdchem.Mol object at 0x0000022109493610>,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCN(C)CC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643087,<rdkit.Chem.rdchem.Mol object at 0x0000022109493680>,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643088,<rdkit.Chem.rdchem.Mol object at 0x00000221094936F0>,CCc1ncnc(-c2ccc(C(=O)N(C)CCC3(O)CCCC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643097,<rdkit.Chem.rdchem.Mol object at 0x0000022109493760>,CCc1ncnc(-c2ccc(C(=O)N3CCN(S(=O)(=O)CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643128,<rdkit.Chem.rdchem.Mol object at 0x00000221094937D0>,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(C(F)(F)F)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643130,<rdkit.Chem.rdchem.Mol object at 0x0000022109493840>,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643131,<rdkit.Chem.rdchem.Mol object at 0x00000221094938B0>,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(c4ccccc4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643132,<rdkit.Chem.rdchem.Mol object at 0x0000022109493920>,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)C(C)(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643135,<rdkit.Chem.rdchem.Mol object at 0x0000022109493990>,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(CC)CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643136,<rdkit.Chem.rdchem.Mol object at 0x0000022109493A00>,CCc1ncnc(-c2ccc(C(=O)N3CCC[C@@H]3CO)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645832,<rdkit.Chem.rdchem.Mol object at 0x0000022109493A70>,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)COC4)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645836,<rdkit.Chem.rdchem.Mol object at 0x0000022109493AE0>,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)CNC4)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645841,<rdkit.Chem.rdchem.Mol object at 0x0000022109493B50>,CCc1ncnc(-c2ccc(C(=O)NCCN3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645845,<rdkit.Chem.rdchem.Mol object at 0x0000022109493BC0>,CCc1ncnc(-c2cc(F)c(C(=O)N(C)CCN(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645861,<rdkit.Chem.rdchem.Mol object at 0x0000022109493C30>,CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,mtor
CHEMBL3645865,<rdkit.Chem.rdchem.Mol object at 0x0000022109493CA0>,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCN(C)CC4)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,mtor
CHEMBL3645867,<rdkit.Chem.rdchem.Mol object at 0x0000022109493D10>,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN(C)C(=O)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645868,<rdkit.Chem.rdchem.Mol object at 0x0000022109493D80>,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CC[C@@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645869,<rdkit.Chem.rdchem.Mol object at 0x0000022109493DF0>,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645875,<rdkit.Chem.rdchem.Mol object at 0x0000022109493E60>,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCC(C)(O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645880,<rdkit.Chem.rdchem.Mol object at 0x0000022109493ED0>,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)C(=O)C3)c(F)c2)c1C#Cc1ccc(NC)nc1,mtor
CHEMBL3645885,<rdkit.Chem.rdchem.Mol object at 0x0000022109493F40>,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,mtor
CHEMBL3645893,<rdkit.Chem.rdchem.Mol object at 0x0000022109490120>,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCC#N)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,mtor
CHEMBL3645899,<rdkit.Chem.rdchem.Mol object at 0x0000022109490040>,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645913,<rdkit.Chem.rdchem.Mol object at 0x00000221094940B0>,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645929,<rdkit.Chem.rdchem.Mol object at 0x0000022109494190>,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(F)c2)cn1,mtor
CHEMBL3645943,<rdkit.Chem.rdchem.Mol object at 0x0000022109494200>,CCc1ncnc(-c2ccc(C(=O)N3CCC(CN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645952,<rdkit.Chem.rdchem.Mol object at 0x0000022109494270>,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCN)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645954,<rdkit.Chem.rdchem.Mol object at 0x00000221094942E0>,CCc1ncnc(-c2cc(F)c(C(=O)N3CC4(CN(C)C4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645970,<rdkit.Chem.rdchem.Mol object at 0x0000022109494350>,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645976,<rdkit.Chem.rdchem.Mol object at 0x00000221094943C0>,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCOCCO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645977,<rdkit.Chem.rdchem.Mol object at 0x0000022109494430>,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)CC(=O)CO4)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645983,<rdkit.Chem.rdchem.Mol object at 0x00000221094944A0>,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3648866,<rdkit.Chem.rdchem.Mol object at 0x0000022109494510>,CCc1ncnc(-c2ccc(C(=O)N3CCOC4(CCNCC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3648872,<rdkit.Chem.rdchem.Mol object at 0x0000022109494580>,CCc1ncnc(-c2ccc(C(=O)N3C[C@@H]4CCN[C@@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3648874,<rdkit.Chem.rdchem.Mol object at 0x00000221094945F0>,CCc1ncnc(-c2ccc(C(=O)N3CC4(CN(C)C4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3648878,<rdkit.Chem.rdchem.Mol object at 0x0000022109494660>,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CN(C)C4)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3648885,<rdkit.Chem.rdchem.Mol object at 0x00000221094946D0>,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCOCCO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3670162,<rdkit.Chem.rdchem.Mol object at 0x0000022109494740>,CCc1ncnc(N2CCC(C)(O)CC2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3670142,<rdkit.Chem.rdchem.Mol object at 0x00000221094947B0>,Cc1ncnc(N2CC[S+]([O-])CC2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3670196,<rdkit.Chem.rdchem.Mol object at 0x0000022109494820>,CCc1ncnc(N2CCCC2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3670215,<rdkit.Chem.rdchem.Mol object at 0x0000022109494890>,CCc1ncnc(N2CCn3c(C)cnc3C2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3670171,<rdkit.Chem.rdchem.Mol object at 0x0000022109494900>,Cc1ncnc(N2CCC(O)(C(F)(F)F)CC2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3670193,<rdkit.Chem.rdchem.Mol object at 0x0000022109494970>,CCc1ncnc(N2CCN(CCOC)CC2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3670199,<rdkit.Chem.rdchem.Mol object at 0x00000221094949E0>,CCc1ncnc(N2CCC3(CC2)OCCCO3)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643159,<rdkit.Chem.rdchem.Mol object at 0x0000022109494A50>,CCc1ncnc(-c2ccc(C(=O)N3CCN(O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643160,<rdkit.Chem.rdchem.Mol object at 0x0000022109494AC0>,CCc1ncnc(-c2ccc(C(=O)N3CCCOCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643169,<rdkit.Chem.rdchem.Mol object at 0x0000022109494B30>,Cc1ncnc(-c2ccc(C(=O)N3CCN(CCO)CC3)cc2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643179,<rdkit.Chem.rdchem.Mol object at 0x0000022109494BA0>,CCc1ncnc(-c2ccc(C(=O)NC3CC(N4CCN(O)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643199,<rdkit.Chem.rdchem.Mol object at 0x0000022109494C10>,Cc1ncnc(-c2ccc(C(=O)N3CCCO3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643216,<rdkit.Chem.rdchem.Mol object at 0x0000022109494C80>,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643217,<rdkit.Chem.rdchem.Mol object at 0x0000022109494CF0>,CCCN1CCN(C(=O)c2c(F)cc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2F)CC1,mtor
CHEMBL3643221,<rdkit.Chem.rdchem.Mol object at 0x0000022109494D60>,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643231,<rdkit.Chem.rdchem.Mol object at 0x0000022109494DD0>,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643155,<rdkit.Chem.rdchem.Mol object at 0x0000022109494E40>,CCc1ncnc(-c2ccc(C(=O)N3CCNCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643267,<rdkit.Chem.rdchem.Mol object at 0x0000022109494EB0>,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCC(C)CC4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3643278,<rdkit.Chem.rdchem.Mol object at 0x0000022109494F20>,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCOCC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3645801,<rdkit.Chem.rdchem.Mol object at 0x0000022109494F90>,CCc1ncnc(-c2ccc(C(=O)N3CC[C@H](O)C3)c(C)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3670212,<rdkit.Chem.rdchem.Mol object at 0x0000022109495000>,Cc1ncnc(N2CCC3(CCN(C)C3=O)CC2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3670229,<rdkit.Chem.rdchem.Mol object at 0x0000022109495070>,CCNC(=O)CC1CCN(c2ncnc(C)c2C#Cc2ccc(N)nc2)CC1,mtor
CHEMBL2418339,<rdkit.Chem.rdchem.Mol object at 0x00000221094950E0>,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(ncn3C)n2)cc1,mtor
CHEMBL2418347,<rdkit.Chem.rdchem.Mol object at 0x0000022109495150>,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3CC)c3c(ccn3C)n2)cc1,mtor
CHEMBL3701090,<rdkit.Chem.rdchem.Mol object at 0x00000221094951C0>,CCc1nccc(-c2ccc(C(=O)N(C)CCOC)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701137,<rdkit.Chem.rdchem.Mol object at 0x0000022109495230>,CCc1nccc(-c2ccc(Cl)c(C(=O)NC)c2)c1C#Cc1ccc(N)nc1C,mtor
CHEMBL3701152,<rdkit.Chem.rdchem.Mol object at 0x00000221094952A0>,CCc1nccc(-c2ccc(C(=O)N3CCN(CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,mtor
CHEMBL3701065,<rdkit.Chem.rdchem.Mol object at 0x0000022109495310>,Cc1nccc(-c2ccc(C(=O)N3CCN(C4CC4)CC3)cc2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701066,<rdkit.Chem.rdchem.Mol object at 0x0000022109495380>,Cc1nccc(-c2ccc(C(=O)N(C)C)cc2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701069,<rdkit.Chem.rdchem.Mol object at 0x00000221094953F0>,CCc1nccc(-c2ccnc(C)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701122,<rdkit.Chem.rdchem.Mol object at 0x0000022109495460>,Cc1nccc(-c2ccc(C(=O)N(C)CCCN(C)C)nc2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701130,<rdkit.Chem.rdchem.Mol object at 0x00000221094954D0>,CCc1nccc(-c2ccc(C(=O)N3CCC(C)(O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701057,<rdkit.Chem.rdchem.Mol object at 0x0000022109495540>,Cc1cc(-c2ccnc(C)c2C#Cc2ccc(N)nc2)ccn1,mtor
CHEMBL3701067,<rdkit.Chem.rdchem.Mol object at 0x00000221094955B0>,Cc1nccc(-c2ccc(C(=O)N3CCOCC3)cc2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701116,<rdkit.Chem.rdchem.Mol object at 0x0000022109495620>,Cc1nccc(-c2ccc(F)c(C(=O)N(C)CC3CCN(C)CC3)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701126,<rdkit.Chem.rdchem.Mol object at 0x0000022109495690>,CCc1nccc(-c2ccc(C(=O)NCCOC)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3688957,<rdkit.Chem.rdchem.Mol object at 0x0000022109495700>,C[C@H]1COCCN1c1nc(N2CCC(CCO)CC2)nc2nc(-c3ccc(N)nc3)ccc12,mtor
CHEMBL3693402,<rdkit.Chem.rdchem.Mol object at 0x0000022109495770>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(CN(C)C(=O)C(F)(F)F)c3)nc2n1,mtor
CHEMBL3693432,<rdkit.Chem.rdchem.Mol object at 0x00000221094957E0>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(N(C)S(C)(=O)=O)c3)nc2n1,mtor
CHEMBL3693441,<rdkit.Chem.rdchem.Mol object at 0x0000022109495850>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccnc(C(N)=O)c3)nc2n1,mtor
CHEMBL3693469,<rdkit.Chem.rdchem.Mol object at 0x00000221094958C0>,CCOC(=O)C1CCN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccc(OC)c(CO)c4)nc3n2)CC1,mtor
CHEMBL3688936,<rdkit.Chem.rdchem.Mol object at 0x0000022109495930>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc4c(c3)C(=O)NC4)nc2n1,mtor
CHEMBL3688941,<rdkit.Chem.rdchem.Mol object at 0x00000221094959A0>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc4c(c3)NC(=O)C4)nc2n1,mtor
CHEMBL3693396,<rdkit.Chem.rdchem.Mol object at 0x0000022109495A10>,CC(=O)N(C)Cc1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,mtor
CHEMBL3693443,<rdkit.Chem.rdchem.Mol object at 0x0000022109495A80>,CNc1cc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)ccn1,mtor
CHEMBL3693444,<rdkit.Chem.rdchem.Mol object at 0x0000022109495AF0>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1C(=O)O,mtor
CHEMBL3688832,<rdkit.Chem.rdchem.Mol object at 0x0000022109495B60>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(O)cc3)nc2n1,mtor
CHEMBL3688859,<rdkit.Chem.rdchem.Mol object at 0x0000022109495BD0>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(F)nc3)nc2n1,mtor
CHEMBL3793049,<rdkit.Chem.rdchem.Mol object at 0x0000022109495C40>,O=C(Nc1ccc(F)c(Cl)c1)Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CSCC3)cn1,mtor
CHEMBL3939369,<rdkit.Chem.rdchem.Mol object at 0x0000022109495CB0>,CNC(=O)Nc1ccc(-c2nc(Cl)c(SC)c(N3CCOCC3)n2)cc1,mtor
CHEMBL3979215,<rdkit.Chem.rdchem.Mol object at 0x0000022109495D20>,CCOC(=O)c1nc(-c2ccc(NC(=O)Nc3ccc(N4CCOCC4)c(F)c3)cc2)nc(N2CCOCC2)c1OCC,mtor
CHEMBL3922962,<rdkit.Chem.rdchem.Mol object at 0x0000022109495D90>,CSc1cnc(-c2ccc(NC(=O)Nc3ccc(N4CCN(C)CC4)nc3)cc2)nc1N1CCOCC1,mtor
CHEMBL3976536,<rdkit.Chem.rdchem.Mol object at 0x0000022109495E00>,CSc1c(Cl)nc(-c2ccc(NC(=O)Nc3ccc4oc(=O)[nH]c4c3)cc2)nc1N1CCOCC1,mtor
CHEMBL3896258,<rdkit.Chem.rdchem.Mol object at 0x0000022109495E70>,CSc1c(Cl)nc(-c2ccc(NC(N)=O)cc2)nc1N1CCOCC1,mtor
CHEMBL3985605,<rdkit.Chem.rdchem.Mol object at 0x0000022109495EE0>,CSc1cnc(-c2ccc(NC(=O)Nc3ccc(N4CCN(C)CC4)cc3)cc2)nc1N1CCOCC1,mtor
CHEMBL3972538,<rdkit.Chem.rdchem.Mol object at 0x0000022109495F50>,CCOC(=O)c1nc(-c2ccc(NC(=O)Nc3cccc(C(N)=O)c3)cc2)nc(N2CCOCC2)c1OCC,mtor
CHEMBL3934648,<rdkit.Chem.rdchem.Mol object at 0x0000022109495FC0>,CSc1c(Cl)nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N4CCN(C)CC4)cc3)cc2)nc1N1CCOCC1,mtor
CHEMBL3904660,<rdkit.Chem.rdchem.Mol object at 0x0000022109496030>,CC(=O)c1ccc(-c2ccc3ncc4c(=O)[nH]c(=O)n(-c5cccc(C(F)(F)F)c5)c4c3n2)cn1,mtor
CHEMBL4115047,<rdkit.Chem.rdchem.Mol object at 0x00000221094960A0>,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,mtor
CHEMBL573339,<rdkit.Chem.rdchem.Mol object at 0x0000022109496110>,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,mtor
CHEMBL3952396,<rdkit.Chem.rdchem.Mol object at 0x0000022109496180>,CO[C@H]1CC[C@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(NCCCN6CCCCC6)nc5)cc4c32)C1,mtor
CHEMBL3970378,<rdkit.Chem.rdchem.Mol object at 0x00000221094961F0>,Cn1c(=O)n(C2CCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,mtor
CHEMBL4110135,<rdkit.Chem.rdchem.Mol object at 0x0000022109496260>,Cn1c(=O)n([C@@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,mtor
CHEMBL3688960,<rdkit.Chem.rdchem.Mol object at 0x00000221094962D0>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(C(=O)N(C)C)c3)nc2n1,mtor
CHEMBL3689002,<rdkit.Chem.rdchem.Mol object at 0x0000022109496340>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(Cn4ccnc4)c3)nc2n1,mtor
CHEMBL3689003,<rdkit.Chem.rdchem.Mol object at 0x00000221094963B0>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(CN4CC[C@@H](O)C4)c3)nc2n1,mtor
CHEMBL3693468,<rdkit.Chem.rdchem.Mol object at 0x0000022109496420>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCC(C)CC4)nc3n2)cc1CO,mtor
CHEMBL3693475,<rdkit.Chem.rdchem.Mol object at 0x0000022109496490>,COC(=O)[C@@H]1C[C@@H](O)CN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(OC)c(CO)c3)nc2n1,mtor
CHEMBL3426225,<rdkit.Chem.rdchem.Mol object at 0x0000022109496500>,CCn1nc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)c2c(N)ncnc21,mtor
CHEMBL3701142,<rdkit.Chem.rdchem.Mol object at 0x0000022109496570>,CCc1nccc(-c2ccc(C(=O)N3CCN4CCCC4C3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701143,<rdkit.Chem.rdchem.Mol object at 0x00000221094965E0>,CCc1nccc(-c2ccc(C(=O)N3CC(C)N(CCOC)C(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701146,<rdkit.Chem.rdchem.Mol object at 0x0000022109496650>,CCc1nccc(-c2ccc(C(=O)N3CCN(C)C(C)(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701058,<rdkit.Chem.rdchem.Mol object at 0x00000221094966C0>,Cc1nccc(-c2ccc(C(=O)N3CCN(C4CCCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701070,<rdkit.Chem.rdchem.Mol object at 0x0000022109496730>,CCc1nccc(-c2ccc(C(=O)NC)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
