ID,Mol,Smiles,Source
CHEMBL601660,<rdkit.Chem.rdchem.Mol object at 0x000002210942A5E0>,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC(OC)(OC)CC4)c3n2)cc1,mtor
CHEMBL601661,<rdkit.Chem.rdchem.Mol object at 0x000002210942A650>,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1,mtor
CHEMBL601876,<rdkit.Chem.rdchem.Mol object at 0x000002210942A6C0>,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCCO5)c3n2)cc1,mtor
CHEMBL600368,<rdkit.Chem.rdchem.Mol object at 0x000002210942A730>,O=C(Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1)Nc1cccnc1,mtor
CHEMBL590619,<rdkit.Chem.rdchem.Mol object at 0x000002210942A7A0>,Oc1cncc(-c2nc(N3CCOCC3)c3ncn(C4CCNCC4)c3n2)c1,mtor
CHEMBL604988,<rdkit.Chem.rdchem.Mol object at 0x000002210942A810>,OCc1cccc(-c2nc(N3CCOCC3)c3ncn(C4CCN(Cc5ccccc5F)CC4)c3n2)c1,mtor
CHEMBL590620,<rdkit.Chem.rdchem.Mol object at 0x000002210942A880>,Oc1cncc(-c2nc(N3CCOCC3)c3ncn(C4CCN(Cc5ccc(Cl)cc5)CC4)c3n2)c1,mtor
CHEMBL604167,<rdkit.Chem.rdchem.Mol object at 0x000002210942A8F0>,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3sc(CN4CCN(S(C)(=O)=O)CC4)cc3n2)cc1,mtor
CHEMBL1774358,<rdkit.Chem.rdchem.Mol object at 0x000002210942A960>,C[C@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3cnn(C)c3)cc2)nc2c1COC2(C)C,mtor
CHEMBL1773085,<rdkit.Chem.rdchem.Mol object at 0x000002210942A9D0>,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)C(C)(C)OC3=O)cc1,mtor
CHEMBL1774368,<rdkit.Chem.rdchem.Mol object at 0x000002210942AA40>,CCNC(=O)Nc1ccc(-c2nc(N3C[C@@H]4CC[C@H](C3)O4)c3c(n2)[C@@](C)(CCO)OC3)cc1,mtor
CHEMBL593515,<rdkit.Chem.rdchem.Mol object at 0x000002210942AAB0>,Oc1cccc(-c2nc(N3CCOCC3)c3nc[nH]c3n2)c1,mtor
CHEMBL589864,<rdkit.Chem.rdchem.Mol object at 0x000002210942AB20>,CS(=O)(=O)Nc1cccc(-c2nc(N3CCOCC3)c3nc[nH]c3n2)c1,mtor
CHEMBL574207,<rdkit.Chem.rdchem.Mol object at 0x000002210942AB90>,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)c1,mtor
CHEMBL573178,<rdkit.Chem.rdchem.Mol object at 0x000002210942AC00>,c1cc2cc(-c3nc(N4CCOCC4)c4cnn(C5CCNCC5)c4n3)ccc2[nH]1,mtor
CHEMBL573424,<rdkit.Chem.rdchem.Mol object at 0x000002210942AC70>,CNC(=O)Nc1ccc(-c2nc(N3C[C@H](C)O[C@H](C)C3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,mtor
CHEMBL594571,<rdkit.Chem.rdchem.Mol object at 0x000002210942ACE0>,O=C(Nc1ccccc1)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3sccc3n2)cc1,mtor
CHEMBL580212,<rdkit.Chem.rdchem.Mol object at 0x000002210942AD50>,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,mtor
CHEMBL574905,<rdkit.Chem.rdchem.Mol object at 0x000002210942ADC0>,O=C(NCCF)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1,mtor
CHEMBL575989,<rdkit.Chem.rdchem.Mol object at 0x000002210942AE30>,O=C(Nc1ccc(-c2nc(N3C[C@@H]4C[C@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,mtor
CHEMBL573171,<rdkit.Chem.rdchem.Mol object at 0x000002210942AEA0>,COC(=O)N1CCC(n2ncc3c(N4CCOC(C)C4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,mtor
CHEMBL538378,<rdkit.Chem.rdchem.Mol object at 0x000002210942AF10>,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,mtor
CHEMBL567822,<rdkit.Chem.rdchem.Mol object at 0x000002210942AF80>,CNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(CC(F)(F)F)c3n2)cc1,mtor
CHEMBL551440,<rdkit.Chem.rdchem.Mol object at 0x000002210942AFF0>,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,mtor
CHEMBL574211,<rdkit.Chem.rdchem.Mol object at 0x000002210942B060>,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cnc6ccccc6c5)nc43)CC2)cc1,mtor
CHEMBL576979,<rdkit.Chem.rdchem.Mol object at 0x000002210942B0D0>,CNC(=O)Nc1ccc(-c2nc(N3C[C@H]4C[C@@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1,mtor
CHEMBL594350,<rdkit.Chem.rdchem.Mol object at 0x000002210942B140>,Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3sccc3n2)cc1,mtor
CHEMBL594173,<rdkit.Chem.rdchem.Mol object at 0x000002210942B1B0>,CN1CCN(Cc2cc3nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc(N4CC5CCC(C4)O5)c3s2)CC1,mtor
CHEMBL589258,<rdkit.Chem.rdchem.Mol object at 0x000002210942B220>,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCN(C)CC5)cc4)cc3)nc21,mtor
CHEMBL1241241,<rdkit.Chem.rdchem.Mol object at 0x000002210942B290>,CC(C)n1nc(-c2ccc(O)cc2)c2c(N)ncnc21,mtor
CHEMBL597815,<rdkit.Chem.rdchem.Mol object at 0x000002210942B300>,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)Nc1ccc(F)cc1F,mtor
CHEMBL1241942,<rdkit.Chem.rdchem.Mol object at 0x000002210942B370>,CNc1ncnc2c1c(-c1cccc(O)c1)nn2C(C)C,mtor
CHEMBL1241356,<rdkit.Chem.rdchem.Mol object at 0x000002210942B3E0>,Nc1ccc(-c2n[nH]c3ncnc(N)c23)cc1,mtor
CHEMBL590356,<rdkit.Chem.rdchem.Mol object at 0x000002210942B450>,O=C(NCCF)Nc1ccc(-c2nc(C3=CCOCC3)c3sccc3n2)cc1,mtor
CHEMBL589622,<rdkit.Chem.rdchem.Mol object at 0x000002210942B4C0>,O=C(Nc1ccccc1)Nc1ccc(-c2nc(C3=CCOCC3)c3sccc3n2)cc1,mtor
CHEMBL435507,<rdkit.Chem.rdchem.Mol object at 0x000002210942B530>,CC1CN(c2cc(=O)c3ccc4ccccc4c3o2)CCO1,mtor
CHEMBL1945955,<rdkit.Chem.rdchem.Mol object at 0x000002210942B5A0>,O=c1[nH]c2ncc(-c3ccc(-c4ncc[nH]4)cc3)nc2n1CC1CCOCC1,mtor
CHEMBL1946262,<rdkit.Chem.rdchem.Mol object at 0x000002210942B610>,O=c1[nH]c2ncc(-c3ccc4[nH]cnc4c3)nc2n1CC1CCCCC1,mtor
CHEMBL1945950,<rdkit.Chem.rdchem.Mol object at 0x000002210942B680>,CC(C)(O)c1ccc(-c2cnc3[nH]c(=O)n(CC4CCCCC4)c3n2)cc1,mtor
CHEMBL1946265,<rdkit.Chem.rdchem.Mol object at 0x000002210942B6F0>,CNc1nc2cc(-c3cnc4[nH]c(=O)n(CC5CCOCC5)c4n3)ccc2[nH]1,mtor
CHEMBL1946262,<rdkit.Chem.rdchem.Mol object at 0x000002210942B760>,O=c1[nH]c2ncc(-c3ccc4[nH]cnc4c3)nc2n1CC1CCCCC1,mtor
CHEMBL489058,<rdkit.Chem.rdchem.Mol object at 0x000002210942B7D0>,CCN1CCN(CC/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1,mtor
CHEMBL1808980,<rdkit.Chem.rdchem.Mol object at 0x000002210942B840>,COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)NCCN(C)C)cc3)cc2)nc(N2CCOCC2)n1,mtor
CHEMBL593768,<rdkit.Chem.rdchem.Mol object at 0x000002210942B8B0>,Oc1cccc(-c2nc(N3CCOCC3)c3ncn(C4CCNCC4)c3n2)c1,mtor
CHEMBL593064,<rdkit.Chem.rdchem.Mol object at 0x000002210942B920>,Oc1cccc(-c2nc(N3CCOCC3)c3ncn(C4CCN(Cc5cncc(Cl)c5)CC4)c3n2)c1,mtor
CHEMBL3327012,<rdkit.Chem.rdchem.Mol object at 0x000002210942B990>,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccccc1,mtor
CHEMBL1808979,<rdkit.Chem.rdchem.Mol object at 0x000002210942BA00>,COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N(C)CCN(C)C)cc3)cc2)nc(N2CCOCC2)n1,mtor
CHEMBL1808985,<rdkit.Chem.rdchem.Mol object at 0x000002210942BA70>,CC(C)Oc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N4CCN(C)CC4)cc3)cc2)nc(N2CCOCC2)n1,mtor
CHEMBL1808990,<rdkit.Chem.rdchem.Mol object at 0x000002210942BAE0>,O=C(Nc1ccc(C(=O)NCCN2CCCC2)cc1)Nc1ccc(-c2nc(O[C@H]3CCOC3)nc(N3CCOCC3)n2)cc1,mtor
CHEMBL1760159,<rdkit.Chem.rdchem.Mol object at 0x000002210942BB50>,Cc1nc(N)nc(-n2c(Nc3ccn(C)n3)nc3ccccc32)n1,mtor
CHEMBL1762779,<rdkit.Chem.rdchem.Mol object at 0x000002210942BBC0>,Oc1cccc(Nc2nc3ccccc3n2-c2ncncn2)c1,mtor
CHEMBL1762784,<rdkit.Chem.rdchem.Mol object at 0x000002210942BC30>,CCCc1nc(N)nc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,mtor
CHEMBL1774364,<rdkit.Chem.rdchem.Mol object at 0x000002210942BCA0>,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3c(n2)[C@](C)(CCO)OC3)cc1,mtor
CHEMBL1773085,<rdkit.Chem.rdchem.Mol object at 0x000002210942BD10>,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)C(C)(C)OC3=O)cc1,mtor
CHEMBL1774361,<rdkit.Chem.rdchem.Mol object at 0x000002210942BD80>,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)[C@@](C)(CC2CC2)OC3)cc1,mtor
CHEMBL1928541,<rdkit.Chem.rdchem.Mol object at 0x000002210942BDF0>,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(C#N)cc12,mtor
CHEMBL2158855,<rdkit.Chem.rdchem.Mol object at 0x000002210942BE60>,NS(=O)(=O)c1cccc(Nc2nccc(-c3ccnc(N4CC5CCC(C4)O5)c3)n2)c1,mtor
CHEMBL2158854,<rdkit.Chem.rdchem.Mol object at 0x000002210942BED0>,NS(=O)(=O)c1cccc(Nc2nccc(-c3ccnc(N4C5CCC4COC5)c3)n2)c1,mtor
CHEMBL2158866,<rdkit.Chem.rdchem.Mol object at 0x000002210942BF40>,CCN(CC)S(=O)(=O)c1cc(Nc2nccc(-c3ccnc(-c4ccc(NC(=O)NC)cc4)c3)n2)ccc1Cl,mtor
CHEMBL1773599,<rdkit.Chem.rdchem.Mol object at 0x0000022109428120>,COc1ccc(S(=O)(=O)Nc2cncc(-c3ccc4nc(NC(C)=O)sc4c3)c2)cc1,mtor
CHEMBL1242758,<rdkit.Chem.rdchem.Mol object at 0x0000022109428040>,Nc1ncnc2c1c(-c1cccc3[nH]ccc13)nn2C1CCCC1,mtor
CHEMBL1240594,<rdkit.Chem.rdchem.Mol object at 0x000002210941C0B0>,Cn1nc(-c2cc3ccccc3s2)c2c(N)ncnc21,mtor
CHEMBL1421,<rdkit.Chem.rdchem.Mol object at 0x000002210941C190>,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,mtor
CHEMBL1760154,<rdkit.Chem.rdchem.Mol object at 0x000002210941C200>,CNC(=O)Nc1ccc(Nc2nc3ccccc3n2-c2nc(C)nc(N)n2)cc1,mtor
CHEMBL604123,<rdkit.Chem.rdchem.Mol object at 0x000002210941C270>,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C(C)C)c3n2)cc1,mtor
CHEMBL572944,<rdkit.Chem.rdchem.Mol object at 0x000002210941C2E0>,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1,mtor
CHEMBL600213,<rdkit.Chem.rdchem.Mol object at 0x000002210941C350>,O=C(Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1)NC1CC1,mtor
CHEMBL597012,<rdkit.Chem.rdchem.Mol object at 0x000002210941C3C0>,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)NN1CCCCC1,mtor
CHEMBL1091070,<rdkit.Chem.rdchem.Mol object at 0x000002210941C430>,Cn1cc(/C=C2\Oc3cc(O)cc(O)c3C2=O)c2ccccc21,mtor
CHEMBL1089767,<rdkit.Chem.rdchem.Mol object at 0x000002210941C4A0>,OCc1cccc(-c2nc(N3CCOCC3)c3[nH]ccc3n2)c1,mtor
CHEMBL1090781,<rdkit.Chem.rdchem.Mol object at 0x000002210941C510>,COC(Cn1ccc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccncc4)cc3)nc21)OC,mtor
CHEMBL1095625,<rdkit.Chem.rdchem.Mol object at 0x000002210941C580>,Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,mtor
CHEMBL3112712,<rdkit.Chem.rdchem.Mol object at 0x000002210941C5F0>,COc1ncc(-c2cc3c(C)nc(N)cc3n([C@H]3CC[C@H](O)CC3)c2=O)cc1NS(=O)(=O)c1ccc(F)cc1F,mtor
CHEMBL3112709,<rdkit.Chem.rdchem.Mol object at 0x000002210941C660>,COc1ncc(-c2cc3c(C)nc(N)cc3n(C3CCCC3)c2=O)cc1NS(=O)(=O)c1cccc(F)c1,mtor
CHEMBL3112730,<rdkit.Chem.rdchem.Mol object at 0x000002210941C6D0>,COc1ncc(-c2cc3c(C)nc(N)cc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cc1NS(=O)(=O)c1ccc(F)cc1F,mtor
CHEMBL3112726,<rdkit.Chem.rdchem.Mol object at 0x000002210941C740>,Cc1nc(N)cc2c1cc(-c1cnc3c(ccn3C)c1)c(=O)n2C1CCCC1,mtor
CHEMBL3112724,<rdkit.Chem.rdchem.Mol object at 0x000002210941C7B0>,COc1ncc(-c2cc3c(C)nc(N)cc3n(C3CCCC3)c2=O)cc1F,mtor
CHEMBL1234354,<rdkit.Chem.rdchem.Mol object at 0x000002210941C820>,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,mtor
CHEMBL7237,<rdkit.Chem.rdchem.Mol object at 0x000002210941C890>,CC(C)CC(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1,mtor
CHEMBL551440,<rdkit.Chem.rdchem.Mol object at 0x000002210941C900>,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,mtor
CHEMBL2030445,<rdkit.Chem.rdchem.Mol object at 0x000002210941C970>,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]cnc3c2)n1,mtor
CHEMBL2030442,<rdkit.Chem.rdchem.Mol object at 0x000002210941C9E0>,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cccc3[nH]ccc23)n1,mtor
CHEMBL271544,<rdkit.Chem.rdchem.Mol object at 0x000002210941CA50>,COC[C@H]1OC(=O)/C(=C/N2CCN(C3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,mtor
CHEMBL1774942,<rdkit.Chem.rdchem.Mol object at 0x000002210941CAC0>,CC[C@@H]1/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC1=O,mtor
CHEMBL1795875,<rdkit.Chem.rdchem.Mol object at 0x000002210941CB30>,CN1CCC(NC(=O)c2ccc(-c3ccc(-n4c(=O)ccc5cnc6ccc(-c7cnc8ccccc8c7)cc6c54)cc3C(F)(F)F)cc2)CC1,mtor
CHEMBL2030436,<rdkit.Chem.rdchem.Mol object at 0x000002210941CBA0>,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]ccc3c2)n1,mtor
CHEMBL273038,<rdkit.Chem.rdchem.Mol object at 0x000002210941CC10>,COC[C@H]1OC(=O)/C(=C/N2CCC(C(=O)OC)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,mtor
CHEMBL271190,<rdkit.Chem.rdchem.Mol object at 0x000002210941CC80>,COC[C@H]1OC(=O)/C(=C/N(CCO)C(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,mtor
CHEMBL1808982,<rdkit.Chem.rdchem.Mol object at 0x000002210941CCF0>,COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N4CCN(C)CC4)cc3)cc2)nc(N2CCOCC2)n1,mtor
CHEMBL2165270,<rdkit.Chem.rdchem.Mol object at 0x000002210941CD60>,Cc1nc(N)cc(-c2cccnc2Nc2cccc(O)c2)n1,mtor
CHEMBL2172636,<rdkit.Chem.rdchem.Mol object at 0x000002210941CDD0>,Cc1nc(N)nc(-c2c(Nc3cc[nH]n3)nc3ccc(-c4cccnc4)cn23)n1,mtor
CHEMBL2206906,<rdkit.Chem.rdchem.Mol object at 0x000002210941CE40>,COCCOc1cnc(Nc2cnc(Cl)c(NS(C)(=O)=O)c2)c(-c2nc(C)nc(N)n2)c1,mtor
CHEMBL2206904,<rdkit.Chem.rdchem.Mol object at 0x000002210941CEB0>,COc1cnc(Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)c(-c2nc(C)nc(N)n2)c1,mtor
CHEMBL2170091,<rdkit.Chem.rdchem.Mol object at 0x000002210941CF20>,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc(=O)[nH]c2)n1,mtor
CHEMBL410637,<rdkit.Chem.rdchem.Mol object at 0x000002210941CF90>,COC[C@H]1OC(=O)/C(=C/N2CCN(C)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,mtor
CHEMBL1242566,<rdkit.Chem.rdchem.Mol object at 0x000002210941D000>,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCC1,mtor
CHEMBL1946266,<rdkit.Chem.rdchem.Mol object at 0x000002210941D070>,O=c1[nH]c2ncc(-c3ccc4[nH]ccc4c3)nc2n1CC1CCOCC1,mtor
CHEMBL1945957,<rdkit.Chem.rdchem.Mol object at 0x000002210941D0E0>,O=c1[nH]c2ncc(-c3ccc(-n4ccnc4)cc3)nc2n1CC1CCCCC1,mtor
CHEMBL1946263,<rdkit.Chem.rdchem.Mol object at 0x000002210941D150>,Nc1nc2cc(-c3cnc4[nH]c(=O)n(CC5CCOCC5)c4n3)ccc2[nH]1,mtor
CHEMBL1946267,<rdkit.Chem.rdchem.Mol object at 0x000002210941D1C0>,O=c1[nH]c2ncc(-c3ccc4[nH]ccc4c3)nc2n1CC1CCCCC1,mtor
CHEMBL1957497,<rdkit.Chem.rdchem.Mol object at 0x000002210941D230>,CS(=O)(=O)N1CCN(Cc2cn3cc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3n2)CC1,mtor
CHEMBL1957500,<rdkit.Chem.rdchem.Mol object at 0x000002210941D2A0>,CS(=O)(=O)N1CCN(Cc2cn3c(Cl)c(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3n2)CC1,mtor
CHEMBL179242,<rdkit.Chem.rdchem.Mol object at 0x000002210941D310>,O=c1cc(N2CCOCC2)nc2c3ccccc3ccn12,mtor
CHEMBL1760153,<rdkit.Chem.rdchem.Mol object at 0x000002210941D380>,Cc1nc(N)nc(-n2c(Nc3cccc(C(N)=O)c3)nc3ccccc32)n1,mtor
CHEMBL1760158,<rdkit.Chem.rdchem.Mol object at 0x000002210941D3F0>,Cc1nc(N)nc(-n2c(Nc3ccc4cn[nH]c4c3)nc3ccccc32)n1,mtor
CHEMBL1760163,<rdkit.Chem.rdchem.Mol object at 0x000002210941D460>,Cc1nc(N)nc(-n2c(Nc3cn[nH]c3)nc3ccccc32)n1,mtor
CHEMBL428496,<rdkit.Chem.rdchem.Mol object at 0x000002210941D4D0>,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,mtor
CHEMBL1760155,<rdkit.Chem.rdchem.Mol object at 0x000002210941D540>,CC(=O)Nc1ccc(Nc2nc3ccccc3n2-c2nc(C)nc(N)n2)cc1,mtor
CHEMBL1760157,<rdkit.Chem.rdchem.Mol object at 0x000002210941D5B0>,Cc1nc(N)nc(-n2c(Nc3ccc4cc[nH]c4c3)nc3ccccc32)n1,mtor
CHEMBL1760162,<rdkit.Chem.rdchem.Mol object at 0x000002210941D620>,Cc1nc(N)nc(-n2c(Nc3n[nH]c4ccccc34)nc3ccccc32)n1,mtor
CHEMBL1760169,<rdkit.Chem.rdchem.Mol object at 0x000002210941D690>,Cc1nc(NCC#N)nc(-n2c(Nc3cc[nH]n3)nc3ccccc32)n1,mtor
CHEMBL1762790,<rdkit.Chem.rdchem.Mol object at 0x000002210941D700>,Cc1nc(N)nc(-n2c(Nc3cc(O)cc(O)c3)nc3ccccc32)n1,mtor
CHEMBL1760172,<rdkit.Chem.rdchem.Mol object at 0x000002210941D770>,Cc1nc(N)nc(-n2c(Nc3cc[nH]n3)nc3cc(F)c(F)cc32)n1,mtor
CHEMBL575976,<rdkit.Chem.rdchem.Mol object at 0x000002210941D7E0>,O=C(Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,mtor
CHEMBL1773597,<rdkit.Chem.rdchem.Mol object at 0x000002210941D850>,COc1ccccc1Sc1nccc(-c2ccc3nc(NC(C)=O)sc3c2)n1,mtor
CHEMBL1773736,<rdkit.Chem.rdchem.Mol object at 0x000002210941D8C0>,CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4cccc(F)c4)c3)cc2s1,mtor
CHEMBL576091,<rdkit.Chem.rdchem.Mol object at 0x000002210941D930>,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCOCC5)cc4)cc3)nc21,mtor
CHEMBL269732,<rdkit.Chem.rdchem.Mol object at 0x000002210941D9A0>,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,mtor
CHEMBL1684800,<rdkit.Chem.rdchem.Mol object at 0x000002210941DA10>,COc1ccc(Cn2ncc(NC(=O)c3cc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)c2N)cc1,mtor
CHEMBL3693506,<rdkit.Chem.rdchem.Mol object at 0x000002210941DA80>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCC(c5ccncc5)CC4)nc3n2)cc1CO,mtor
CHEMBL3693511,<rdkit.Chem.rdchem.Mol object at 0x000002210941DAF0>,COC[C@@H](C)Nc1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(OC)c(CO)c3)nc2n1,mtor
CHEMBL3693520,<rdkit.Chem.rdchem.Mol object at 0x000002210941DB60>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N[C@@H](C)CO)nc3n2)cc1CO,mtor
CHEMBL3693533,<rdkit.Chem.rdchem.Mol object at 0x000002210941DBD0>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCC[C@H]4CO)nc3n2)cc1CO,mtor
CHEMBL3693567,<rdkit.Chem.rdchem.Mol object at 0x000002210941DC40>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(-c4cc(C(=O)O)cc([N+](=O)[O-])c4)nc3n2)cc1CO,mtor
CHEMBL3693577,<rdkit.Chem.rdchem.Mol object at 0x000002210941DCB0>,C[C@H]1COCCN1c1nc(-c2ccncc2)nc2nc(-c3cccc(CO)c3)ccc12,mtor
CHEMBL3693583,<rdkit.Chem.rdchem.Mol object at 0x000002210941DD20>,Cc1nn(C)c(C)c1-c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(CO)c3)nc2n1,mtor
CHEMBL3701054,<rdkit.Chem.rdchem.Mol object at 0x000002210941DD90>,Cc1nccc(-c2ccc(C(=O)N3CCN(C4CC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701078,<rdkit.Chem.rdchem.Mol object at 0x000002210941DE00>,CCc1nccc(-c2ccc(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701095,<rdkit.Chem.rdchem.Mol object at 0x000002210941DE70>,CNC(=O)c1cc(-c2ccnc(C)c2C#Cc2ccc(N)nc2)ccc1Cl,mtor
CHEMBL3701097,<rdkit.Chem.rdchem.Mol object at 0x000002210941DEE0>,Cc1nccc(-c2ccc(Cl)c(C(=O)N(C)C)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3688933,<rdkit.Chem.rdchem.Mol object at 0x000002210941DF50>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(NS(C)(=O)=O)c3)[n+]([O-])c2n1,mtor
CHEMBL3701120,<rdkit.Chem.rdchem.Mol object at 0x000002210941DFC0>,Cc1nccc(-c2ccc(C(=O)N3CCN(C)CC3)nc2)c1C#Cc1ccc(N)nc1,mtor
